color_hist_0,color_hist_1,color_hist_2,color_hist_3,color_hist_4,color_hist_5,color_hist_6,color_hist_7,color_hist_8,color_hist_9,color_hist_10,color_hist_11,color_hist_12,color_hist_13,color_hist_14,color_hist_15,color_hist_16,color_hist_17,color_hist_18,color_hist_19,color_hist_20,color_hist_21,color_hist_22,color_hist_23,color_hist_24,color_hist_25,color_hist_26,color_hist_27,color_hist_28,color_hist_29,color_hist_30,color_hist_31,color_hist_32,color_hist_33,color_hist_34,color_hist_35,color_hist_36,color_hist_37,color_hist_38,color_hist_39,color_hist_40,color_hist_41,color_hist_42,color_hist_43,color_hist_44,color_hist_45,color_hist_46,color_hist_47,color_hist_48,color_hist_49,color_hist_50,color_hist_51,color_hist_52,color_hist_53,color_hist_54,color_hist_55,color_hist_56,color_hist_57,color_hist_58,color_hist_59,color_hist_60,color_hist_61,color_hist_62,color_hist_63,color_hist_64,color_hist_65,color_hist_66,color_hist_67,color_hist_68,color_hist_69,color_hist_70,color_hist_71,color_hist_72,color_hist_73,color_hist_74,color_hist_75,color_hist_76,color_hist_77,color_hist_78,color_hist_79,color_hist_80,color_hist_81,color_hist_82,color_hist_83,color_hist_84,color_hist_85,color_hist_86,color_hist_87,color_hist_88,color_hist_89,color_hist_90,color_hist_91,color_hist_92,color_hist_93,color_hist_94,color_hist_95,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,contrast,dissimilarity,homogeneity,energy,correlation,ASM,label
8.958049e-05,0.00046581854,0.0014870361,0.0036728,0.009979267,0.021284325,0.046528105,0.0986102,0.10054514,0.0825753,0.07252436,0.057009023,0.04642061,0.04092037,0.037068408,0.03439891,0.039272085,0.042909056,0.046080206,0.04968134,0.050756305,0.06654039,0.06881573,0.09773231,0.10056306,0.14397377,0.21613981,0.5007012,0.59572816,0.31225967,0.29360902,0.24410683,0.0,0.0,0.0,3.507781e-05,0.0007717118,0.0045250375,0.011382749,0.02883396,0.08453752,0.07020824,0.06580597,0.06806849,0.06256127,0.0614914,0.063788995,0.061298475,0.054896772,0.05189762,0.04770582,0.04297032,0.0422863,0.052020393,0.06156156,0.08446737,0.09451716,0.14234576,0.21550052,0.49570206,0.5547906,0.185737,0.3894163,0.34916452,0.0,0.0,0.0,0.00012303423,0.0008788159,0.0051850136,0.01007123,0.012461609,0.015361702,0.017207215,0.017839963,0.01588899,0.021495838,0.030547641,0.042517114,0.061657723,0.090008326,0.11059019,0.114070304,0.09521092,0.085227564,0.0702877,0.08187049,0.09441998,0.10190749,0.1475356,0.2920305,0.5132988,0.48623127,0.18980666,0.3752368,0.35667622,0.7186057087406948,3.8334591039608594,2.5202174801233714,4.185100684457804,-7.598507590098269,6.14222633638008,7.835793196102188,55.49588735322896,2.723983814416177,0.666578921194303,0.09248992365943366,0.989729477971289,0.008554385978527868,logam
0.039260592,0.06221144,0.056761835,0.07016122,0.07971268,0.043518707,0.059769858,0.09235029,0.079927534,0.072153546,0.08022053,0.06262162,0.05984799,0.05883229,0.06426237,0.06473115,0.07014169,0.09018217,0.13258752,0.14282262,0.09617869,0.13248986,0.16667196,0.22466436,0.39625853,0.5844164,0.47073647,0.22698873,0.008301369,0.011602384,0.022560192,0.017325446,0.0,0.0,1.7820568e-05,0.00021384683,0.0013009015,0.0045977067,0.030865224,0.06242545,0.06413622,0.08544962,0.16159691,0.16165037,0.14352685,0.09343324,0.09272042,0.08667924,0.09701517,0.118203826,0.14750084,0.12392423,0.14210121,0.18271428,0.34657443,0.5989493,0.5113968,0.1728595,0.0063441223,0.0064688665,0.0062906607,0.006985663,0.01003298,0.0376905,0.0,3.6546728e-05,0.0002558271,0.001206042,0.0048058946,0.032179393,0.073532015,0.07046209,0.07437259,0.12776735,0.15572561,0.16522776,0.096483365,0.09383372,0.0843133,0.08815071,0.095478326,0.13862173,0.14874518,0.12413096,0.15883207,0.28575885,0.40267184,0.5580685,0.48046157,0.05535002,0.0055551026,0.0060484833,0.006779418,0.0076382663,0.009392509,0.04080442,0.720201005036105,2.382975460671604,2.778821526947419,3.7016319184854165,7.0339633177003495,5.11441498470997,-7.170991977385667,20.71461187214612,1.7823507827788652,0.6657477478823943,0.07548832131839217,0.9954017758911594,0.0056984866554688225,logam
0.005937365,0.023043156,0.16960116,0.22665726,0.21436316,0.15028816,0.13589723,0.13124004,0.14430666,0.19070198,0.27420032,0.27740076,0.23965766,0.27446517,0.20939696,0.1498688,0.101641506,0.086919494,0.07449296,0.06994613,0.10916805,0.50220394,0.3251204,0.036595356,0.03474131,0.029267456,0.024897203,0.018915694,0.017569304,0.017790023,0.016399488,0.056835372,0.00038783235,0.007300373,0.06264633,0.20342946,0.17926979,0.20434201,0.13872992,0.123536006,0.118631065,0.14208351,0.21871462,0.24730015,0.19651693,0.20623554,0.22421272,0.16916335,0.16097324,0.18686675,0.14648655,0.0883117,0.08717102,0.15278313,0.5597105,0.29564232,0.05536877,0.046060793,0.03976422,0.03333077,0.03223571,0.03029655,0.023771841,0.104075946,2.304306e-05,0.002281263,0.019217912,0.063529715,0.18125671,0.1698043,0.18694834,0.19151087,0.1296633,0.13922617,0.20462237,0.26080135,0.20584366,0.18081889,0.21176572,0.18070367,0.13353454,0.14964163,0.19160303,0.14756775,0.09938472,0.08654973,0.13224413,0.48196864,0.41240165,0.056755055,0.046155248,0.036361948,0.0308777,0.030301623,0.032628972,0.13445625,0.5682786545448505,1.9964683214047512,2.8404318437599616,3.4671257982084573,-6.657663833692231,5.787700890010473,7.023194452450477,85.41511232061318,4.121733325179386,0.4589413653279815,0.046013059118506804,0.9877402323248887,0.002117201609443202,logam
0.0,0.04123007,0.4142076,0.08381164,0.0886067,0.056170646,0.046673104,0.03260267,0.068722956,0.024993531,0.02180917,0.023864195,0.02945534,0.03417634,0.033639442,0.035898115,0.031103062,0.030510621,0.037823543,0.07190731,0.123079255,0.29675654,0.536139,0.33154383,0.066649415,0.027215179,0.041267097,0.31980613,0.16975236,0.34707683,0.16434635,0.009108754,0.121375166,0.16394493,0.18865365,0.07083547,0.05594176,0.0754957,0.059688963,0.08384606,0.038289957,0.022216925,0.021360964,0.022026712,0.034866117,0.0394883,0.034561776,0.038099743,0.034029175,0.037414975,0.082020015,0.24874206,0.34831876,0.5507439,0.21087056,0.035436757,0.01690997,0.027238559,0.262057,0.291483,0.43281156,0.08038418,0.0036330759,0.0069618104,0.0,0.0,0.0,0.0,0.0109186545,0.037146132,0.03050411,0.04248246,0.051716957,0.10820255,0.12472245,0.121505514,0.10125775,0.083167225,0.11240348,0.095259115,0.10528838,0.078247204,0.11297118,0.3159219,0.54896045,0.37253997,0.116680115,0.036540594,0.015876519,0.02424055,0.22957559,0.33166596,0.3890031,0.111154556,0.003898168,0.008591108,0.40644313708818575,0.9351274071319939,1.7291198286876752,2.009917290481488,3.880238209544245,2.4829210103725674,-5.095937249844162,1.1868476842791909,0.4429937214611872,0.8251629844216302,0.08313748188116793,0.9998614992230532,0.006911840893541526,logam
0.0037577979,0.0069665113,0.024159724,0.051768385,0.07155259,0.08246565,0.106694005,0.11323155,0.06956216,0.050532945,0.04020329,0.04179907,0.043823816,0.043223254,0.048645467,0.06244122,0.07908534,0.09701639,0.10216406,0.087115705,0.053775974,0.041541684,0.026956623,0.02699094,0.0747613,0.20751967,0.33054894,0.5568919,0.62638545,0.1989059,0.0011496459,0.001938955,0.0,8.204866e-05,0.0011158618,0.007712574,0.017673282,0.024516141,0.03327894,0.04000693,0.04986918,0.07079159,0.11332562,0.1394171,0.13270551,0.10746734,0.093601115,0.070085965,0.04975431,0.047686685,0.048950233,0.07573092,0.08140869,0.048343074,0.047555406,0.14826193,0.24140358,0.45330247,0.6499895,0.42586538,0.0013620078,0.0010502229,0.0013948273,0.002576328,0.24273396,0.03778079,0.023518423,0.024822319,0.029635467,0.036557384,0.05130268,0.072647944,0.07296989,0.05795094,0.042545646,0.03357935,0.02833157,0.02641597,0.025578901,0.024532564,0.024774026,0.02654475,0.027558891,0.03589739,0.077187434,0.077364504,0.08584788,0.20677218,0.3563178,0.49551272,0.6287033,0.28420106,0.0020121855,0.0013360911,0.0013682861,0.0025916947,0.735764184773457,2.3862409883303943,3.6605596078474023,4.701265971075671,-9.506422123872094,6.428833470952954,-8.855590373639886,55.61423679060665,2.7378608121330723,0.6434191468827554,0.08931619082967604,0.991714905724903,0.007977381944323106,logam
0.08032345,0.0993187,0.108205296,0.08932869,0.057626437,0.02932933,0.021486819,0.02234107,0.02269701,0.022768198,0.023041084,0.024073305,0.029720863,0.022447852,0.019956283,0.0200512,0.020715619,0.018591853,0.018817281,0.018734228,0.024025846,0.032141246,0.040339693,0.0452991,0.04515673,0.029495435,0.02228175,0.041905824,0.060960397,0.12958534,0.14225674,0.9496557,0.04645406,0.03289422,0.0413326,0.030642837,0.026999382,0.025796354,0.023390299,0.021981038,0.022084154,0.024610512,0.027257174,0.037379794,0.043326188,0.038909357,0.034819063,0.03646893,0.04026706,0.042707488,0.1086506,0.171019,0.11683119,0.09548604,0.108135015,0.09050207,0.07742343,0.06776484,0.14554918,0.16723806,0.23111883,0.17631233,0.6052949,0.62028116,0.06588185,0.030993892,0.025599888,0.025715267,0.02846996,0.02007608,0.022859618,0.027864214,0.036676344,0.03617156,0.03226307,0.03034488,0.036834992,0.043426063,0.037008062,0.04570481,0.06243488,0.08962124,0.08197733,0.0791361,0.08366476,0.078386135,0.07358345,0.054661166,0.047536466,0.08848186,0.10623592,0.16692568,0.18271829,0.18276156,0.9038851,0.0076727546,0.7134020810170384,2.4942274520088263,3.5680187045565606,4.350405877879274,-8.332979073760187,-5.5987502144447685,-8.71315375548229,217.71301166014348,5.366652397260274,0.6154052172261949,0.15455143148897563,0.9769305868719121,0.023886144975291526,logam
0.010891817,0.008978683,0.013718036,0.01865305,0.022740198,0.024870735,0.028240457,0.03684956,0.06332906,0.09948294,0.12563634,0.1611815,0.16674696,0.1619424,0.20407481,0.21553187,0.2634689,0.2879918,0.27392593,0.32084116,0.2726215,0.21474922,0.3037969,0.34662497,0.27833918,0.20357478,0.12635377,0.00430455,0.0035001645,0.0030871015,0.0023696765,0.005869841,0.0014726631,0.0038329589,0.006556377,0.00954205,0.014706458,0.02053659,0.02566065,0.0299576,0.03437559,0.038127854,0.051523037,0.09657039,0.13056268,0.2111355,0.23514193,0.27393553,0.31305188,0.18987268,0.18603972,0.24754862,0.18708874,0.10393371,0.13082494,0.2306836,0.27871662,0.33108693,0.5040946,0.05900739,0.006072214,0.0054266625,0.0042767753,0.004902153,0.0059331,0.00746973,0.011375332,0.015899854,0.022686638,0.030348446,0.034915652,0.04439154,0.067291595,0.08193227,0.06453847,0.06598973,0.084109165,0.14745247,0.1681543,0.29287744,0.30721933,0.22176562,0.20063695,0.24297965,0.21892712,0.1143509,0.08948737,0.0949296,0.17122756,0.2227687,0.3678095,0.44340318,0.31584153,0.026656266,0.0045245225,0.008131335,0.6428622375406535,2.0311371212119056,2.4017320144706784,3.5553308382481283,6.585051218783218,4.836708628029175,6.871793602760321,183.67323059360731,4.1354268590998045,0.7145524891642423,0.06604414556580333,0.9557156645515594,0.00436182916351702,logam
0.037482377,0.072432704,0.1270214,0.15640917,0.1914592,0.18820938,0.17730361,0.1785198,0.17295726,0.15475437,0.13230482,0.11390257,0.103754416,0.09542057,0.085392036,0.08042762,0.089678586,0.19012338,0.48573574,0.57914263,0.2804001,0.039077375,0.026397165,0.022908114,0.021313118,0.020535558,0.018801002,0.017086383,0.016408509,0.01632876,0.018063316,0.01010828,0.006176553,0.029510198,0.06467214,0.09761376,0.11902985,0.16264923,0.16571732,0.15883431,0.16597973,0.17514363,0.17423531,0.15088148,0.13443087,0.11414512,0.106939144,0.1008837,0.088994846,0.083908275,0.11921151,0.29839212,0.54848194,0.5325763,0.13709526,0.040288888,0.026341183,0.023777712,0.02242533,0.022788655,0.02109313,0.01899391,0.019195758,0.038088746,0.0024986258,0.017115586,0.048327584,0.08482834,0.10244365,0.13763264,0.16118218,0.16578381,0.15599753,0.16374327,0.16971914,0.1634726,0.14783536,0.12934552,0.11258391,0.107086934,0.092823945,0.08718122,0.08037246,0.08339163,0.12797128,0.38847384,0.45266768,0.5517382,0.15799643,0.030920492,0.024778038,0.024382422,0.022987356,0.022071194,0.021446537,0.054948945,0.7120507782669153,2.269547861675959,2.9379496211505693,4.069865853441824,7.80935722721154,5.866037190865202,7.659915191733967,359.2805059523809,9.157116356816699,0.43811952350777,0.0653355030664114,0.9432253200492065,0.004268727960941053,logam
0.0,4.3699954e-05,0.00024763306,0.0007720325,0.002753097,0.0064384597,0.007589225,0.008638024,0.01160962,0.016067015,0.024326308,0.025739271,0.02166061,0.026336504,0.022520043,0.025506206,0.14298624,0.12246183,0.3181939,0.20084499,0.20450121,0.11478521,0.10901681,0.45520782,0.657189,0.3358924,0.0024471974,0.00011653321,2.9133302e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.6658863e-05,0.00013329432,0.0005465067,0.001266296,0.0036655937,0.005558373,0.007477811,0.008570825,0.015382164,0.018554568,0.021500373,0.022846647,0.026858805,0.018887805,0.0509051,0.105155885,0.056183554,0.26206994,0.3399938,0.10939465,0.11044767,0.2122312,0.4722351,0.7087925,0.038615365,0.0025725802,0.00061315385,0.00013329432,5.3317726e-05,0.0,0.0,0.0,0.0,0.0,4.2646527e-05,0.0002843102,0.0007392065,0.0021891885,0.0042788684,0.006866091,0.010434184,0.012083183,0.02285854,0.022346782,0.022360997,0.027180053,0.023896271,0.019233584,0.13472039,0.07248488,0.31515786,0.2605845,0.15234761,0.1082511,0.11710737,0.42999074,0.66792995,0.3551745,0.005074937,0.0009097926,0.00035538775,0.7969093026746588,3.942032862059057,5.428349617237815,8.101916074074527,9.999996995514822,9.963155778883275,-9.99999505429899,20.970895507175474,1.6017459637964773,0.7112697013321532,0.10546102674705064,0.988028490682712,0.01112202816254213,logam
1.6887589e-05,0.00035463937,0.004306335,0.008139818,0.006619935,0.0061808573,0.00812293,0.0119733,0.013949148,0.017427992,0.021244586,0.025382046,0.034214254,0.044296145,0.043519314,0.03718647,0.03340365,0.02723968,0.05098363,0.14513193,0.12532279,0.13327685,0.19493343,0.23255898,0.33000037,0.52663946,0.3603136,0.45138836,0.3362319,0.087562144,0.0008443794,0.0014692202,3.3245324e-05,0.00028258524,0.007064631,0.022058273,0.022440594,0.01361396,0.010206315,0.013048789,0.014877282,0.011951694,0.015026886,0.022158008,0.034741364,0.03409308,0.035123684,0.03347804,0.031516567,0.02616407,0.056350823,0.13369606,0.1268974,0.1315185,0.18906616,0.26285416,0.35401282,0.5132413,0.3641194,0.4516045,0.32613662,0.009591276,0.0004321892,0.0007480198,0.0386425,0.022707276,0.010433977,0.006454351,0.004999614,0.004447817,0.004581586,0.0041468367,0.0044979802,0.006989427,0.012524116,0.024011523,0.03203766,0.03641859,0.037104156,0.036351707,0.031853728,0.03282355,0.06419237,0.13273223,0.12922078,0.13505645,0.19120596,0.26767164,0.37955263,0.50557965,0.3456255,0.43732408,0.33831835,0.009363825,0.00023409563,0.00040130678,0.631816821750074,1.6133122896403949,3.8471933699354754,4.666612500359044,-9.653568079782259,-8.72124833420546,-8.890656969606272,31.33351679712981,1.3900236464448794,0.798883290717178,0.08988608213734527,0.9904745584827453,0.00807950776200158,logam
